-9.575393552449500412e-01,-6.648205884281390698e-01,-5.452496546553236456e+00,-7.904785196923908686e+00
2.596031298864094339e-01,-8.256250060949392733e-01,-5.037081760704245070e+00,-3.777350572068566059e+00
-7.497316268789762095e-01,1.203754336830977767e-01,-7.783346651168086439e+00,-3.173309868573510606e+00
-8.187650660204559561e-01,7.244582729519823960e-01,3.521921274755230868e+00,-9.324198233824439797e+00
7.928740486698391265e-01,6.127042523994898904e-01,8.770804912543432863e-01,7.718759328728078906e+00
1.867991904208432530e-02,-9.110816159886914178e-02,-8.231561858288358735e-01,-9.971517526535539133e+00
4.618865576789144001e-01,-3.936468707526123989e-01,2.338267530705433472e+00,-9.841514502096934791e+00
1.615750396753656837e-01,5.405063352127064125e-01,7.883812137382896879e+00,2.387407045486874324e+00
6.367090649027165039e-01,3.289947263421828527e-01,-2.375882443875003247e+00,7.483943446791655241e+00
-5.444700475960944086e-01,-3.407180962778060263e-01,-2.530993764898608056e+00,9.990014697830385870e+00
3.807610870776534373e-01,-5.089673067749822533e-01,4.496326675433977016e-01,7.893697408980214547e+00
-1.118147427027424978e-01,-8.381194774405220649e-01,-3.888132316520693799e+00,-5.372655993902143656e+00
-5.652647053334758365e-01,-2.583777408151917143e-01,7.416581208325133900e+00,8.545718225762179543e+00
-4.258537798864530100e-01,-4.533045524768963830e-02,-3.318854200138776633e+00,-1.076421352141893495e+00
5.091161781691257993e-01,6.244037163403910462e-01,4.169887231464802113e+00,7.240847496430827590e+00
-1.897545706010306255e-02,2.010283169521085433e-01,-9.381449177319762356e+00,9.424127014533202340e-01
8.416773730869453463e-01,5.595710737216643693e-01,3.190599717333174823e+00,5.624571654791056474e+00
-2.378143454607255514e-01,2.834650473406479243e-01,6.571882850245376773e+00,4.514523819766820267e+00
2.262767927265876278e-01,2.537686999230337470e-02,1.612904604879032533e+00,-1.028293362623686535e+00
1.779049357877791060e-01,-2.953293061009223397e-01,-3.681894846385858067e+00,-8.854209743503442809e+00
2.685059644046001726e-01,-1.807685547783988156e-01,6.780699468516530715e+00,9.018136336144523924e+00
-7.904558236577408081e-02,8.982460045713924757e-01,-7.946484608418396434e+00,-7.665203148920824994e+00
-9.429051252270332917e-01,-1.671238257495923918e-01,-6.530757885217202130e-01,-8.047403846611976164e+00
-2.343231193721122541e-01,-9.648295242426938589e-01,-1.115618687964195388e+00,-9.807141357739704191e+00
-4.893164330735535472e-01,-7.392447239818478177e-01,9.038470269001916080e+00,-5.332228791594642026e-01
3.618096744949836907e-01,2.594136081298241692e-01,-6.587575363290523178e+00,-7.915763924175216459e+00
-4.166292378041678290e-01,7.923396182145121536e-01,-5.875977105101439335e+00,7.151283347848520933e+00
5.801307758184837127e-02,-9.566407841154322966e-01,-7.503579795451966739e+00,4.676890484676736293e+00
-9.530663300307220531e-01,-5.758772344939366850e-01,-7.822871761421701819e+00,9.531097965316469356e+00
-2.316299421000702630e-01,-7.736781008405746451e-01,-5.059512703717567561e+00,-2.453672950695034327e+00
